user,Subject,text,cleaned_text,sentiment_score,sentiment_category
BrentWi16609490,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
hpharvey32,Joe Biden," ""Democrats are far more likely to win Senate control if Joe Biden wins the presidency, and climbing coronavirus cases could make a…",democrats far likely win senate control joe biden wins presidency climbing coronavirus cases could make,0.3,Neutral
daninnis,Joe Biden,WATCH: Biden campaign spokesman Jamal Brown does NOT deny that Joe Biden met with Hunter's business partner Tony Bobulins…,watch biden campaign spokesman jamal brown deny joe biden met hunters business partner tony bobulins,0.0,Neutral
ddagwood4u,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…,omg cnn worse marsha marsha marshawhy dont report joe biden hunter biden reports evidence,-0.4,Negative
MoBarbieri1,Joe Biden," If you voted for Joe Biden and Kamala Harris already, please retweet this status. I would just love to see how much posit…",voted joe biden kamala harris already please retweet status would love see much posit,0.35,Positive
alisha2864,Joe Biden," With days left until election, new Quinnipiac poll shows Joe Biden leading President Trump in Ohio ",days left election new quinnipiac poll shows joe biden leading president trump ohio,0.06818181818181818,Neutral
Recall369,Joe Biden,"20 Republican Former U.S. Attorneys Condemn Donald Trump, Back Joe Biden | HuffPost ",republican former us attorneys condemn donald trump back joe biden huffpost,0.0,Neutral
DwilloCa,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…,fun think learned today trump barr turkey exact thing trump fans falsely,0.04999999999999999,Neutral
Melanbunny,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…,fun think learned today trump barr turkey exact thing trump fans falsely,0.04999999999999999,Neutral
MeTaLMaideN8,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
scott40221692,Joe Biden,BREAKING NEWS: Several Queens Village (NY) residents are receiving pre-filled out ballots for Joe Biden and being told to j…,breaking news several queens village ny residents receiving prefilled ballots joe biden told j,0.0,Neutral
ScottintheFalls,Joe Biden," With Joe Biden’s economic policies, America would lose 5 MILLION jobs &amp; income for American families would drop by $6,500 a…",joe bidens economic policies america would lose million jobs amp income american families would drop,0.1,Neutral
Amber23951701,Joe Biden," I really appreciate a guy who is secure enough in his manhood like Joe Biden, who can say ""I'm Jill Biden's husband and I'm…",really appreciate guy secure enough manhood like joe biden say im jill bidens husband im,0.20000000000000004,Neutral
Action2getherNJ,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
CharlotteCuse,Joe Biden,Joe Biden has been in politics for 47 years and has done nothing except become rich. How do you become rich while working for government?,joe biden politics years done nothing except become rich become rich working government,0.375,Positive
KevinDardano,Joe Biden,Joe Biden is the poster child for Term Limits!!,joe biden poster child term limits,0.0,Neutral
Coffeemakercat,Joe Biden," Angry Joe Biden, just another day out yelling on the trail. Bashing Orange man bad...Until a Trump heckler shows up to pi…",angry joe biden another day yelling trail bashing orange man baduntil trump heckler shows pi,-0.5,Negative
BrendaR22986502,Joe Biden,Joe Biden’s tax plan is projected to skyrocket state and local tax rates across the country. Our voter panel discusses…,joe bidens tax plan projected skyrocket state local tax rates across country voter panel discusses,0.0,Neutral
jedet02,Joe Biden," Fascinating InterviewTucker Carlson's Full Interview w/  Over His Resignation From ""The Intercept"" Due To T…",fascinating interviewtucker carlsons full interview w resignation intercept due,0.3083333333333333,Positive
TexTerri,Joe Biden,Joe Biden is undoubtedly compromised. #Trump2020,joe biden undoubtedly compromised trump,0.0,Neutral
realJRfromCA,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…",winston churchills granddaughter edwina sandys joins fighti rarely wade political waters,0.15,Neutral
Melissa101897,Joe Biden,“There will come a day when we will all fight over policy &amp; issues again. But today is not that day. Today is the day to re…,come day fight policy amp issues today day today day,0.0,Neutral
roydjaquez,Joe Biden,"“You won’t stop fascism by electing Joe Biden, you’ll just help make sure it uses racially sensitive language while… ",wont stop fascism electing joe biden youll help make sure uses racially sensitive language,0.3,Neutral
voteawaythehat3,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
dsteve128,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
DonnaLynnNH,Joe Biden,"If the Hunter Biden laptop was Donald Trump Junior’s laptop, every American would be able to view that laptop.But… ",hunter biden laptop donald trump juniors laptop every american would able view laptopbut,0.25,Neutral
gigikeno1,Joe Biden," Joe Biden, by refusing to address his involvement with Hunter's shady business dealings, highlights his lack of leadershi…",joe biden refusing address involvement hunters shady business dealings highlights lack leadershi,-0.25,Neutral
texyellowdogdem,Joe Biden," Okay, fellow Texans...Friday, October 30th is the last day for in-person Texas Early Voting...Let’s win big for Jo…",okay fellow texansfriday october th last day inperson texas early votinglets win big jo,0.27999999999999997,Neutral
BrendaR22986502,Joe Biden," Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. ",larry kudlow joe bidens economic plan would crush us economy decimate jobs,0.2,Neutral
EdgarAl66429219,Joe Biden," Right at the moment the American economy is coming back, Joe Biden said he would “shut it down.” But we’re not going to let…",right moment american economy coming back joe biden said would shut going let,0.09523809523809523,Neutral
ssdoggylove123,Joe Biden,"As JOE Biden would say, ""Common Man"". Chris Wallace you have BLINDERS ON ORCHRIS your in another world of DENIAL. ",joe biden would say common man chris wallace blinders orchris another world denial,-0.3,Negative
LoriRN5,Joe Biden,Biden advisers say if elected he will abandon  and start talks with #Maduro Read it yourself here:…,biden advisers say elected abandon start talks maduro read,0.0,Neutral
houston_martinz,Joe Biden," A Fox reporter says both Fox News and WSJ reviewed all of Bobulinski's documents, ""and they did not show a role for Joe Bid…",fox reporter says fox news wsj reviewed bobulinskis documents show role joe bid,0.0,Neutral
Awniehall,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,breakingdoj officials confirm hunter biden business associates currently active criminal investigat,-0.26666666666666666,Neutral
TorresDonell,Joe Biden," If you voted for Joe Biden and Kamala Harris already, please retweet this status. I would just love to see how much posit…",voted joe biden kamala harris already please retweet status would love see much posit,0.35,Positive
_DakotaAlexiss_,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
AWakeman13,Joe Biden," Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according to…",elizabeth warren wants joe bidens treasury secretary make case wins next week according,0.16666666666666666,Neutral
7teen_76,Joe Biden,Vote Joe Biden for Lockdowns,vote joe biden lockdowns,0.0,Neutral
KrugerMsr,Joe Biden,Middle class joe Biden who’s spent 47 yrs in government and married to a school teacher is worth more than 9 millio…,middle class joe biden whos spent yrs government married school teacher worth millio,0.11249999999999999,Neutral
pinson_donna,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
CarollynnThesi1,Joe Biden,"Biden’s are in hiding not out campaigning for Joe, hmmmm",bidens hiding campaigning joe hmmmm,0.0,Neutral
Witches_RESIST,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…",want election night gowolf blitzer hello projection joe biden texas aaa,0.0,Neutral
pcwares,Joe Biden," Powerful op-ed by Edwina Sandys, ""I rarely wade into the political waters, but this year, at this moment, I am joining Repu…",powerful oped edwina sandys rarely wade political waters year moment joining repu,0.19999999999999998,Neutral
Deplorable_Bud,Joe Biden,Stop hiding joe.  Enemedia.  Do your job or suffer the consequences.,stop hiding joe enemedia job suffer consequences,0.0,Neutral
I_Think4myself,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…,omg cnn worse marsha marsha marshawhy dont report joe biden hunter biden reports evidence,-0.4,Negative
LindaSN0228WI,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
LouHogan002,Joe Biden," Sure is a funny way for Joe Biden to be on offense - campaigning in Minnesota, a state that Republicans haven't won in 48…",sure funny way joe biden offense campaigning minnesota state republicans havent,0.375,Positive
debjensenmysd,Joe Biden,Joe Biden is violating his own national outdoor mask mandate.,joe biden violating national outdoor mask mandate,0.0,Neutral
BeckyLemay,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…",winston churchills granddaughter edwina sandys joins fighti rarely wade political waters,0.15,Neutral
AnicaBudimir,Joe Biden," #Biden, Incorporated:""James Biden laid out his vision for the fund’s future. 'Don’t worry about investors. We've got pe…",biden incorporatedjames biden laid vision funds future dont worry investors weve got pe,0.0,Neutral
WhittyPics,Joe Biden,Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week. The banking i…,elizabeth warren wants joe bidens treasury secretary make case wins next week banking,0.16666666666666666,Neutral
DaHomieK,Joe Biden," Kamala Harris is not an asset to the Democratic ticket, she's a liability. Joe Biden would be winning by an even large…",kamala harris asset democratic ticket shes liability joe biden would winning even large,0.35714285714285715,Positive
fishinvol365,Joe Biden,Is this Joe Biden and Corn Pop finishing an old beef?,joe biden corn pop finishing old beef,0.1,Neutral
grannyjeanjae,Joe Biden," Right at the moment the American economy is coming back, Joe Biden said he would “shut it down.” But we’re not going to let…",right moment american economy coming back joe biden said would shut going let,0.09523809523809523,Neutral
kscordray,Joe Biden," Let me remind you again, just in case you forgot: Hillary Clinton isn't running for President, Hunter Biden isn't running…",let remind case forgot hillary clinton isnt running president hunter biden isnt running,0.0,Neutral
jbrizzle92,Joe Biden,There's an entire webpage dedicated. I'm pretty sure it says the plan for Black America at the top.…,theres entire webpage dedicated im pretty sure says plan black america top,0.2166666666666667,Neutral
WestleveeAmy,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
Lonnieraylee2,Joe Biden,If Joe Biden has such a big lead in Michigan and Wisconsin then why is he returning to those states today to campaign?…,joe biden big lead michigan wisconsin returning states today campaign,0.0,Neutral
politicalliquid,Joe Biden,From : Joe Biden owes the public a response to new allegations from Tony Bobulinski about his son Hunter’s business dea…,joe biden owes public response new allegations tony bobulinski son hunters business dea,0.06818181818181818,Neutral
ceegeeeeeee,Joe Biden,Unbelievable.This FBI investigation into the Biden family’s business activities was going on during impeachment. Did…,unbelievablethis fbi investigation biden familys business activities going impeachment,0.0,Neutral
Dmax2175,Joe Biden,Never count America out! The U.S. economy just grew at its fastest pace EVER in the last three months. 🇺🇸🇺🇸🇺🇸But Joe Biden…,never count america us economy grew fastest pace ever last three months joe biden,0.0,Neutral
YorligT1,Joe Biden," Not just Hunter but the guy holding Joe’s 10%, Jim Biden.",hunter guy holding joes jim biden,0.0,Neutral
LBlaughing,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
el_krypto,Joe Biden," Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according…",elizabeth warren wants joe bidens treasury secretary make case wins next week according,0.16666666666666666,Neutral
alrajul,Joe Biden,BREAKING: The Economist endorses Joe Biden. They say Trump “has desecrated the values that make America a beacon to the world.”…,breaking economist endorses joe biden say trump desecrated values make america beacon world,0.0,Neutral
AManueLike,Joe Biden,Lil Wayne now being lynched by black folks because he is not supporting the guy the white liberal media says Black peo…,lil wayne lynched black folks supporting guy white liberal media says black peo,-0.02083333333333333,Neutral
VPICSMANIA,Joe Biden,Hunter's Scandal:Now we know that  has an ongoing investigation into Joe Biden's son for money laundering since 2019.…,hunters scandalnow know ongoing investigation joe bidens son money laundering since,0.0,Neutral
2704felipe_1,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
RattlerGator,Joe Biden," Joe Biden's niece Caroline (Jim's daughter) committed $100,000 fraud with stolen credit and was given easy probation. How…",joe bidens niece caroline jims daughter committed fraud stolen credit given easy probation,0.43333333333333335,Positive
wizardtasha,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…",winston churchills granddaughter edwina sandys joins fighti rarely wade political waters,0.15,Neutral
Kamdub45,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
shoyu,Joe Biden," After Joe Biden wins on Tuesday, things will be better. Lots of people are saying that. #BidenHarris2020",joe biden wins tuesday things better lots people saying bidenharris,0.4,Positive
BethABRollins,Joe Biden," BREAKING: Joe Biden has announced if elected, in his first day in office he will appoint a task force to REUNITE children w…",breaking joe biden announced elected first day office appoint task force reunite children w,0.25,Neutral
PatriotWoman7,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,breakingdoj officials confirm hunter biden business associates currently active criminal investigat,-0.26666666666666666,Neutral
jnscruggs,Joe Biden," With Joe Biden’s economic policies, America would lose 5 MILLION jobs &amp; income for American families would drop by $6,500 a…",joe bidens economic policies america would lose million jobs amp income american families would drop,0.1,Neutral
NotMaryShelley,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…",nbc exposed bogus hunter biden smears discovered fake man named martin aspen behind,-0.45,Negative
Dustin67255905,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,breakingdoj officials confirm hunter biden business associates currently active criminal investigat,-0.26666666666666666,Neutral
Regetom1,Joe Biden,Former Michigan Gov. Rick Snyder (R) told Fox Nutwork News he’s supporting Joe Biden for president.,former michigan gov rick snyder r told fox nutwork news hes supporting joe biden president,0.125,Neutral
johnrbret,Joe Biden,The Economist endorses Joe Biden Trump is a destructive president. Re-election would reaffirm all his worst instincts.…,economist endorses joe biden trump destructive president reelection would reaffirm worst instincts,-0.8,Negative
debjensenmysd,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
tabalabz,Joe Biden,It is becoming increasingly obvious that the MSM and big tech are covering for Joe Biden to an extent that is unprecedente…,becoming increasingly obvious msm big tech covering joe biden extent unprecedente,0.15,Neutral
phalanx_lover,Joe Biden,I’m so disgusted with Twitter!  So biased!  Posts against Trump are allowed but when the truth about The Biden Crim…,im disgusted twitter biased posts trump allowed truth biden crim,-1.0,Negative
AGuyNamedDarren,Joe Biden," It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th…",public knowledge months ago hunter biden possibly joe biden investigation th,0.0,Neutral
forever3825,Joe Biden," 20 Republican Former U.S. Attorneys Condemn Donald Trump, Back Joe Biden:  # via It all c…",republican former us attorneys condemn donald trump back joe biden via c,0.0,Neutral
cindievaccaro,Joe Biden,🤬🤬A DESPERATE CAMPAIGN.... Joe Biden Uses Adolf Hitler in Campaign Ad#VoteRedLikeYourLifeDependsOnIt #VoteTrump2020…,desperate campaign joe biden uses adolf hitler campaign advoteredlikeyourlifedependsonit votetrump,-0.6,Negative
DemCastKY,Joe Biden,1377 days since inauguration.5 days to go until we finish our voting &amp; wait to see if all of our efforts have been succes…,days since inauguration days go finish voting amp wait see efforts succes,0.0,Neutral
AnbarciMelanie,Joe Biden," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…",going radio small african american communities florida places neither party pays much attention,-0.012499999999999997,Neutral
Petitedejune,Joe Biden,Retweet if you have already voted for .Like if you are voting for Joe Biden.,retweet already voted like voting joe biden,0.0,Neutral
dawn6924,Joe Biden,95% of the 2016 turnout have already voted in Texas.  People don't usually turn out en-mass unless they are mad.  Seem…,turnout already voted texas people dont usually turn enmass unless mad seem,-0.4375,Negative
audpants,Joe Biden," On Monday, the day before Election Day, Joe Biden, Jill Biden, Kamala Harris, and Doug Emhoff “will barnstorm Pennsylvania…",monday day election day joe biden jill biden kamala harris doug emhoff barnstorm pennsylvania,0.0,Neutral
DeeGib,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,know hunterbiden stories never made much sense joe biden white house fro,0.1,Neutral
EdgarAl66429219,Joe Biden," When asked if he’d support cutting funding for law enforcement, Joe Biden actually said, “Yes, absolutely.” Under Preside…",asked hed support cutting funding law enforcement joe biden actually said yes absolutely preside,-0.13333333333333333,Neutral
jnscruggs,Joe Biden,“BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,breakingdoj officials confirm hunter biden business associates currently active criminal investigat,-0.26666666666666666,Neutral
dk13_chrisdano,Joe Biden,Just a reminder Biden is running for President to keep his son out of jail and China from releasing videos. He gets…,reminder biden running president keep son jail china releasing videos gets,-0.1,Neutral
LibSocMcCaucus,Joe Biden," Kamala Harris is not an asset to the Democratic ticket, she's a liability. Joe Biden would be winning by an even large…",kamala harris asset democratic ticket shes liability joe biden would winning even large,0.35714285714285715,Positive
BluTexGal,Joe Biden," in the last 25 minutes, everyone who works for the Biden-Harris campaign is tweeting that Joe, Kamala, Dr. Jill, and Dou…",last minutes everyone works bidenharris campaign tweeting joe kamala dr jill dou,0.0,Neutral
kymburleigh,Joe Biden," We love the T-shirt  is wearing ""It's a Good year to vote"" in front of a crowd at Akron's hometown flagship…",love tshirt wearing good year vote front crowd akrons hometown flagship,0.6,Positive
drsabhafierce,Joe Biden," Another journalist censored.   How do those who thought Greenwald was a ‘brave journalist’, now call him crazy, reckless or…",another journalist censored thought greenwald brave journalist call crazy reckless,0.10000000000000003,Neutral
VeronicaSam13,Joe Biden,WASHINGTON — President Donald Trump's senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigr…,washington president donald trumps senior adviser stephen miller fleshed plans rev trumps restrictive immigr,0.0,Neutral
cbwaszak,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
62Antone,Joe Biden," “We are proud Orthodox Israeli-Americans, alumni of Israeli education institutions and former IDF soldiers. We are bot…",proud orthodox israeliamericans alumni israeli education institutions former idf soldiers bot,0.20000000000000004,Neutral
Christiano_Sanc,Joe Biden,Donald Trump has desecrated the values that make America a beacon to the world. is a good man who would rest…,donald trump desecrated values make america beacon world good man would rest,0.7,Positive
chrisforrest00,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
isthisabsktball,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
MarkSpa15541436,Joe Biden," More testing means more diagnoses.It doesn’t cause any infection.Unless you are Trump, where lif… ",testing means diagnosesit doesnt cause infectionunless trump lif,0.0,Neutral
benjred,Joe Biden," Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according…",elizabeth warren wants joe bidens treasury secretary make case wins next week according,0.16666666666666666,Neutral
MeTaLMaideN8,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…",page document asserting elaborate conspiracy theory involving joe bidens son business china later di,0.25,Neutral
viresethonestas,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…,fun think learned today trump barr turkey exact thing trump fans falsely,0.04999999999999999,Neutral
Alla20213,Joe Biden,Stand back!  Tea Pain’s gonna make a #prediction about the Presidential election.  Here goes!Joe Biden will win the popul…,stand back tea pains gon na make prediction presidential election goesjoe biden win popul,0.4,Positive
JD_NC_704,Joe Biden," Every CNN show should end with ""I'm Joe Biden, and I approved this message.""",every cnn show end im joe biden approved message,0.0,Neutral
EdnaHCadena1,Joe Biden," “This is why we, two Orthodox American-Israelis and former IDF soldiers who care deeply about Israel’s safety, will be vot…",two orthodox americanisraelis former idf soldiers care deeply israels safety vot,-0.06666666666666667,Neutral
nickray,Joe Biden,Lil Wayne now being lynched by black folks because he is not supporting the guy the white liberal media says Black peo…,lil wayne lynched black folks supporting guy white liberal media says black peo,-0.02083333333333333,Neutral
ecarsonvacation,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…",want election night gowolf blitzer hello projection joe biden texas aaa,0.0,Neutral
politicalhispan,Joe Biden,"➡️ Joe Biden Commits to Closing the Gender Pay Gap especially for #Latinas , #Elecciones… ",joe biden commits closing gender pay gap especially latinas elecciones,0.0,Neutral
Kottiez,Joe Biden,Trump is holding a rally in Green Bay today they expect thousands.  Joe Biden will be in Milwaukee indoors 100 ppl…,trump holding rally green bay today expect thousands joe biden milwaukee indoors ppl,-0.2,Neutral
PW_Mpls,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
dawn_dawnstaggs,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…,fbi active money laundering investigation family democrat presidential nominee since,-0.13333333333333333,Neutral
MHornsby16,Joe Biden,BREAKING:  Joe Biden is now up by 5 points in OHIO according to the latest Quinnipiac University Poll.Trump is losing…,breaking joe biden points ohio according latest quinnipiac university polltrump losing,0.5,Positive
SimplyMariaC,Joe Biden," Jim Biden, Joe Biden’s Brother to Fox news reporters: “Would you please stop bothering me”",jim biden joe bidens brother fox news reporters would please stop bothering,0.0,Neutral
Lynn_Colorado,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…",winston churchills granddaughter edwina sandys joins fighti rarely wade political waters,0.15,Neutral
Katheri66169988,Joe Biden," Dear voters in Pennsylvania, Michigan, Wisconsin, Nevada, and North Carolina,Trump and the GOP are trying to prevent y…",dear voters pennsylvania michigan wisconsin nevada north carolinatrump gop trying prevent,0.0,Neutral
lsscotty,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…",winston churchills granddaughter edwina sandys joins fighti rarely wade political waters,0.15,Neutral
Patta47cake,Joe Biden," If you elect Joe Biden, this white supremacist will stop collecting a salary from the taxpayers. ",elect joe biden white supremacist stop collecting salary taxpayers,0.4,Positive
KeaneaJane,Joe Biden," Do you want this guy sitting across from the leader of China?Joe Biden: ""You know, the rapidly rising, uh, um, uh, in w…",want guy sitting across leader chinajoe biden know rapidly rising uh um uh w,0.0,Neutral
mancaveshowusa,Joe Biden,(Laughs in Joe Biden‘s 1994 crime bill),laughs joe bidens crime bill,0.0,Neutral
LorraineJDion,Joe Biden," Joe BidenNow more than ever, we need a president who will choose compassion over cruelty.",joe bidennow ever need president choose compassion cruelty,0.0,Neutral
Mel_Blackwell,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…,breakingdoj officials confirm hunter biden business associates currently active criminal investigat,-0.26666666666666666,Neutral
MacBetty,Joe Biden,Ruh-Roh - Joe Biden Heading to MINNESOTA on Friday to Shore Up Votes in Blue State the GOP has Not Won Since 1972 -…,ruhroh joe biden heading minnesota friday shore votes blue state gop since,0.0,Neutral
bettycooper4,Joe Biden," If Democrats are so confident in Joe Biden, why are they preparing for their fellow voters to destroy their cities on and…",democrats confident joe biden preparing fellow voters destroy cities,0.15,Neutral
independant1492,Joe Biden,95% of the 2016 turnout have already voted in Texas.  People don't usually turn out en-mass unless they are mad.  S…,turnout already voted texas people dont usually turn enmass unless mad,-0.4375,Negative
jll770,Joe Biden,Joe Biden lied about his grades. He lied about getting arrested. He lied about opposing the raid against Osama bin Laden.Of c…,joe biden lied grades lied getting arrested lied opposing raid osama bin ladenof c,0.0,Neutral
Spafloating,Joe Biden," If you elect Joe Biden, this white supremacist will stop collecting a salary from the taxpayers. ",elect joe biden white supremacist stop collecting salary taxpayers,0.4,Positive
weavejenn,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…,fun think learned today trump barr turkey exact thing trump fans falsely,0.04999999999999999,Neutral
_lovem7,Joe Biden,Has anyone found the video of Joe Biden saying that the first time he saw a “put together “ black man was when he m…,anyone found video joe biden saying first time saw put together black man,0.04166666666666667,Neutral
mortenbc58,Joe Biden," The Economist’s Zanny Minton Beddoes:“If we have another four years of Donald Trump, the America that the world has come to se…",economists zanny minton beddoesif another four years donald trump america world come se,0.0,Neutral
TrescherC,Joe Biden," Sure is a funny way for Joe Biden to be on offense - campaigning in Minnesota, a state that Republicans haven't won in 48…",sure funny way joe biden offense campaigning minnesota state republicans havent,0.375,Positive
rlang210,Joe Biden," A modern day Profile in Courage? (And don't mean Joe or Hunter).The Intercept co-founder Glenn Greenwald quits, claims edit…",modern day profile courage dont mean joe hunterthe intercept cofounder glenn greenwald quits claims edit,-0.056249999999999994,Neutral
KathyHelms4,Joe Biden,Reminder to Pennsylvania voters: Joe Biden said he is going to eliminate fracking and fossil fuels.,reminder pennsylvania voters joe biden said going eliminate fracking fossil fuels,0.0,Neutral
dems_trump,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…,omg cnn worse marsha marsha marshawhy dont report joe biden hunter biden reports evidence,-0.4,Negative
Margiebjamrs5,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…,know hunterbiden stories never made much sense joe biden white house fro,0.1,Neutral
RoeselerC,Joe Biden," If you elect Joe Biden, this white supremacist will stop collecting a salary from the taxpayers. ",elect joe biden white supremacist stop collecting salary taxpayers,0.4,Positive
christy21572,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…",winston churchills granddaughter edwina sandys joins fighti rarely wade political waters,0.15,Neutral
Amber35206050,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…",sleepy joe biden actually elected president justices plus helped make ridiculous win possi,0.15555555555555559,Neutral
Angelaadaugher2,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…",page document asserting conspiracy involving joe bidens son business china later disseminated associ,0.0,Neutral
CarolynMcC,Joe Biden,Yes indeed. I live in a very important county in Florida and we can vouch that voter suppression is alive and well…,yes indeed live important county florida vouch voter suppression alive well,0.21212121212121213,Neutral
brookesodope_,Joe Biden," Jim Biden, Joe Biden’s Brother to Fox news reporters: “Would you please stop bothering me”",jim biden joe bidens brother fox news reporters would please stop bothering,0.0,Neutral
