user,Subject,text
LoriMcD53509509,Joe Biden,“BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…
Ricky376,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presiden…
LuvMyWarriors,Joe Biden," Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. "
MusicalManiac9,Joe Biden,All the people who were really mad about Dick Cheney's corruption are HELLA quiet about Joe Biden's.
SallyBeth888,Joe Biden,Joe Biden campaigns in Florida: “I’m not going to shut down the economy. I’m not going to shut down the country. But I am going…
jankay59,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
conrick01,Joe Biden,WATCH: Biden campaign spokesman Jamal Brown does NOT deny that Joe Biden met with Hunter's business partner Tony Bobulins…
banyar6715,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…
CraigE4586,Joe Biden,...And none of it implicates Joe Biden at all. Senate In…
luluvs2run,Joe Biden," Donald Trump in Iowa: ""I may never have to come back here again if I don't get Iowa""Iowa: That's why we're voting for J…"
BobSlater18,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…
IronyDead,Joe Biden,"  I did.  That's why I'm voting for Joe Biden, a man of faith."
JESSIEMAETAZ,Joe Biden,We're FIVE DAYS out from an election. Why are we JUST NOW finding out that Hunter Biden and possibly even Joe Biden are…
NumbuhOne,Joe Biden,I’d rather have Betty White as as Commander in Chief than Joe Biden
lkstewart8716,Joe Biden," Joe Biden has a screwup son and used his position as VP to get his son lucrative money from foreign powers, only his son…"
Grace4Motown,Joe Biden,Sobering.
caitlynrae05,Joe Biden,To my fellow Catholics who have also seen the fear and sadness in people’s eyes over the last four years: It doesn’…
cabbage_james,Joe Biden," The Left, the media...they are not working to protect Joe Biden.They're working to protect themselves.There are a lot…"
MyWifeIsFunnier,Joe Biden," To the Trump family, 1000 deaths per day is “almost nothing.""To Joe Biden, 1 death is 1 too many.Whose side are you…"
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “Light… "
BelleWalsh17,Joe Biden,TRUMP: ‘Joe Biden Will Destroy the United States Supreme Court’ if Elected President
Mscharizmaa,Joe Biden," When your friend is featured in  b/c she is fashionable, on point and trailblazing 🙌🏾🙌🏾🙌🏾 —&gt; Meet …"
SheilaLAnderson,Joe Biden," Joe Biden has spent half a century betraying black Americans — he supported segregation, celebrated Klansmen, sent thei…"
Kalebsmom6007g1,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…"
stamina1101,Joe Biden,we don't rape we don't bribe and we don't live inside someone elses country. donald trump and joe…
Paotie,Joe Biden,Emails With Intercept Editors Showing Censorship of My Joe and Hunter Biden ArticleThere's no reason for anyone to have t…
teata40,Joe Biden,BREAKING: Trump surrogates are spreading misinformation that claims the FBI had launched a criminal investigation into H…
DeannaSpingola,Joe Biden," American bigotry on display ... US media says Biden family corruption is untouchable, above the law ... liberal journalis…"
eturleye,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
ComeOnManLetsGo,Joe Biden," I think we are all feeling our worst right now. If Joe Biden wins, we will have to have a virtual celebration/party.  Take care"
vanthig1,Joe Biden," Joe Biden isn’t stupid, he has Dementia.The people voting for him are stupid!"
SuitedScorpio,Joe Biden,From : Joe Biden owes the public a response to new allegations from Tony Bobulinski about his son Hunter’s business dea…
Thalassatx,Joe Biden," Things I found out driving around Delaware: Not everyone loves Joe, but everyone loves Beau. And they've made his graves…"
theemarkevin,Joe Biden,For Colored Boys Who Refuse to Google But Keep Asking Where is Biden’s Platinum Plan — LIFT EVERY VOICE: THE BIDEN PLAN…
k_sarah_sera,Joe Biden," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…"
AmandaA04924806,Joe Biden,HONOR IS ON THE BALLOTDECENCY IS ON THE BALLOTRESPECT IS ON THE BALLOTHUMILITY IS ON THE BALLOTEMPATHY IS ON THE BALLO…
amanda_rett,Joe Biden,It would’ve been easier to write: Joe Biden will raise taxes on people making more than $400…
AZgirl4021,Joe Biden,Is your customer Joe Biden? 😂
MsOCHubbard,Joe Biden," 4. Even if Bobulinski had done business with Hunter Biden (he didn't) and even if Joe Biden was involved (he wasn't, accordi…"
PhilipBroome,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
SmokeFelix,Joe Biden," Joe Biden's niece Caroline (Jim's daughter) committed $100,000 fraud with stolen credit and was given easy probation. How…"
NancyMaeC,Joe Biden,Tomorrow is Halloween and Donald Trump is just warming up today.After holding #SuperSpreader campaign rallies so he…
Paotie,Joe Biden," Here's the article that I wrote about Joe Biden's conduct in Ukraine &amp; China, based on Hunter's emails and other witness te…"
Isabella_Texas,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
bobc3rd,Joe Biden,Joe Biden has an October surprise everytime someone tells him he's Joe Biden.
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “L… "
illinidiva12,Joe Biden," A few days ago, Nicolás Maduro’s regime came out in support of Joe Biden.Now we know why.A top Biden advisor has told…"
RKJK83,Joe Biden," Churchill’s granddaughter: “My grandfather did not mince words about the Nazi threat — or say something like, ‘Hitler will be g…"
ElleAtCreswell,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…"
JLangWood,Joe Biden," ""Donald Trump just held a super spreader event here,"" Joe Biden says at his drive-in rally in Tampa, FL. ""He's spreading mo…"
cump,Joe Biden," A lot of people say this race isn’t like 2016 because voters like Joe Biden more than Hillary. Okay, but that doesn’t…"
DCarlosPhipps,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…
SavSingleton55,Joe Biden," Yes, Joe Biden is."
kashman24,Joe Biden," Joe Biden has spent half a century betraying black Americans — he supported segregation, celebrated Klansmen, sent thei…"
LauraMunso,Joe Biden,People are like “Joe Biden would start a WAR with RUSSIA” as if that’s the only response other than silence .. y’al…
hotpecan,Joe Biden," Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. "
lefflerJoel,Joe Biden,So the FBI has had an active money laundering investigation into the family o…
Challis46666988,Joe Biden,"  Would you recognize a fact if you tripped over one? Biden's 50 years of scandal free, espe… "
rosyresources,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…"
BillR,Joe Biden," When your friend is featured in  b/c she is fashionable, on point and trailblazing 🙌🏾🙌🏾🙌🏾 —&gt; Meet …"
cindy4980,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
neneska3,Joe Biden," Obama and Biden lied to the American people when they said “if you like your plan, you can keep it.” Ten years later, B…"
nationdivided,Joe Biden,You can't fit the multitudes of people that love this country into Joe Biden's little circles! #Trump2020LandslideVictor…
adriaAAPT,Joe Biden," Winston Churchill’s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y…"
943WSC,Joe Biden,TRUMP: ‘Joe Biden Will Destroy the United States Supreme Court’ if Elect...
BigWormRussell,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…
Piper48870146,Joe Biden,Making promises is easy.Keeping them is harder.Joe Biden has made promises for 47 years and done nothing.President…
sherry_rocco,Joe Biden," A lot of people say this race isn’t like 2016 because voters like Joe Biden more than Hillary. Okay, but that doesn’t…"
btoch,Joe Biden,There is not enough discourse on this site about one of Joe Biden's potential picks for secretary of commerce is the form…
DC_CondoLawyer,Joe Biden,and vote with your brain. There isn't a person in that county who wouldn't be better off with Joe Biden as presiden…
kevbojones,Joe Biden," Fascinating InterviewTucker Carlson's Full Interview w/  Over His Resignation From ""The Intercept"" Due To T…"
DC_CondoLawyer,Joe Biden,"“I’d have a stroke if I voted Democrat,” says Tye Brinager. I'm sorry to tell you Mr. Brinager, but Mr. Trump would… "
CncrndUSCitizen,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
rationalism2020,Joe Biden," America's gerontocracy:President Trump, 74. Joe Biden, 77.Nancy Pelosi, 79.Mitch McConnell, 78.Dr. Anthony Fauci, 79…"
lefflerJoel,Joe Biden,So the FBI has had an active money laundering investigation into the family of the Democrat Presidential…
Margaret_ADuffy,Joe Biden,3AM Tweet: Trump Ominously Declares Joe Biden Will Only Win White House if Supreme Court Fails to Stop It …
mhill00068082,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
opsyhopsy,Joe Biden," Trump: Covid, Covid, CovidMark Meadows: ‘We are not going to control Covid’Coke Jr: Covid deaths are ‘almost nothing’…"
AbdulSyarief63,Joe Biden,Vote for Joe Biden. You won't have to worry about what kind of crazy bullshit he might tweet at three in the morning.
ADevotedYogi,Joe Biden,"Body Language: Tucker Carlson, Tony Bobulinski Alleged Dealings With Hunter &amp; Joe Biden  "
notComey,Joe Biden,The success of a Joe Biden presidency is almost entirely predicated on getting COVID right. But experts warn that there is a…
ILoveMySteelers,Joe Biden," ""Joe Biden is not a miracle cure for what ails America. But he is a good man who would restore steadiness and civility to the Wh…"
taxreformer,Joe Biden,Joe Biden’s plan would force semiautomatic rifle owners to either participate in a gun buyback program or register…
cpiranio,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
DianeDJohnston,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
mikeletterman1,Joe Biden,"""The Guy Who Used His Son, a Drug Addict, to Be His Bagman"" - Rudy Giuliani Goes Off on Joe Biden via  "
dultra1,Joe Biden," Joe Biden gets aging Bon Jovi and CHER, President Donald Trump gets Lil Wayne."
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “Ligh… "
mgnla0824,Joe Biden," Two weeks ago, Joe Biden spent hours after the cameras were off talking to voters at his town hall. Last night, Trump…"
themeangreenboy,Joe Biden," Right, and when you say you voted for rapist warmonger Joe Biden hopefully they will abandon you in a nurs… "
gloriadoherty11,Joe Biden," Here’s my full closing argument for Joe Biden. I hope you’ll share this, too. "
texas_bourne,Joe Biden," The Biden family has spent decades in Washington, DC enriching themselves by selling access to Joe Biden's taxpayer fun…"
SandyKAlano,Joe Biden,Joe Biden just had an article published on Fox News' website!Please Share
AyaReigns,Joe Biden,I think it's both hilarious and SAD that Joe Biden has had a thoroughly outlined plan posted ON A PUBLIC WEBSITE since May of…
donnajanel,Joe Biden,Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely…
HiQTPiii,Joe Biden,Joe Demented Biden wants to #lockdown Youwith him in his basementTrump wants to put a…
sngitau,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…"
SavSingleton55,Joe Biden,VOTE JOE BIDEN!
roscoe_p_ny,Joe Biden,NOT A JOKE FOLKS— MONDAY IN PENNSYLVANIA:
joeyhannum,Joe Biden," NEWS: , , , and  to spend the final day before Election Day barnstorming PENNSYLVA…"
arodneyvrod,Joe Biden," Churchill’s granddaughter: “My grandfather did not mince words about the Nazi threat — or say something like, ‘Hitler will be g…"
SFNsux,Joe Biden,BREAKING NEWS: Several Queens Village (NY) residents are receiving pre-filled out ballots for Joe Biden and being told to j…
N2Jazz60,Joe Biden,Joe Biden is a big supporter of the second amendment . #VoteBiden
GiGi29974313,Joe Biden,He seems to lose his way shortly after he starts ranting and is talking about Donald Trump and the drug addict…
Robinsm86398738,Joe Biden,Question of the Day for Joe Biden
mlridgway,Joe Biden,Hunter's Scandal:Now we know that  has an ongoing investigation into Joe Biden's son for money laundering since 2019.…
kchernecky,Joe Biden,“I have done more [damages against the United States and Planet Earth] in the last 47 months than…
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “L… "
cembseven,Joe Biden," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…"
M08D26,Joe Biden,‘Disgusted’: Want To Know Why Media Isn’t Covering Hunter Biden? Glenn Greenwald Has A Theory
HiawathaCat,Joe Biden,Joe’s all wet…A tale of two Florida rallies: Trump fans go maskless and ignore social distancing while Bid…
Ozarksky,Joe Biden," Joe Biden has spent half a century betraying black Americans — he supported segregation, celebrated Klansmen, sent thei…"
sinepgibeht,Joe Biden,Joe Biden’s America
Ddh41Dedi,Joe Biden,President Trump's senior adviser Stephen Miller outlines to  plans to rev up Trump's restrictive immigration agenda if h…
AKAHeyItzMe,Joe Biden," Rudy Giuliani () to me just now: ""If you name me special prosecutor, not only will I prove the case [agai…"
VoteHimOut2020_,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
Nichelle_D,Joe Biden," I’ll say it.  Joe Biden is a lowlife. He always has been. A corrupt, bigoted, lifelong politician.  Now using Hitler in…"
ldfabre,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
JoelLazzaroni,Joe Biden," Rudy Giuliani () to me just now: ""If you name me special prosecutor, not only will I prove the case [agai…"
JhillyB,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “L… "
gary_kline,Joe Biden,Exactly. The only time Hunter Biden became of interest was via RUSSIAN crafted disinformation…
crisbabau80,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
SharonLinPA,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
MajorMassSpec,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
_YvonneBurton,Joe Biden," Joe Biden has a screwup son and used his position as VP to get his son lucrative money from foreign powers, only his son…"
Railcarhobbies,Joe Biden,Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co…
MarySiverson,Joe Biden," I ordinarily wouldn't post Rudy Giuliani crap on Twitter, but this has to be the best Joe Biden ad ever.  It just shows…"
ProgressiveGma,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
maurjoh15,Joe Biden,10 Grandchildren...Joe Biden will take care of them.  &lt;3  I will follow you.
SarcasticWhiner,Joe Biden,Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co…
Jersey_Craig,Joe Biden,So many reasons to #VOTE for Joe Biden and Kamala Harris!#TheMandalorian #BidenCoalition
DaveMil66247196,Joe Biden,READ: The censored Glenn Greenwald article about H (and J) B
bigmihart,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
ramdisease,Joe Biden," If Joe Biden was willing to sacrifice his own son in order in lining his pockets, what do you think he’ll do to us?"
smart4America,Joe Biden,It's amazing how some of the candidates who lost to Joe Biden in the primaries have truly emerged as superstars as surrogat…
case_rasmus,Joe Biden,"  Mr. Bobulinski said that in 2017 he twice met with former Vice President Joe Biden, as p… "
FrancineFlood4,Joe Biden," First election prediction: because of California, Joe Biden will win the popular vote.  But Donald Trump will win perhaps…"
Chrishartradio,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
DinaGar66108565,Joe Biden," Excuse me Mr Leemounhead, is Joe Biden's son the crackhead who is now in a facility because of substance abuse"
heckie67,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
Thanks_Givens_,Joe Biden,Yep Imma independent and I hate how the media is biased it’s so obvious. Tearing the country apart. I’m al…
AprylSoderlund,Joe Biden,Watch: Joe Biden Refers to Doug Emhoff as ‘Kamala’s Wife’
EmilyOKC,Joe Biden," The fact that Mainstream Media spent weeks going through Brett Kavanaugh’s high school yearbook, but refused to even lo…"
airbagmoments,Joe Biden," So Joe Biden is talking (angrily) about Trump calling our fallen heroes “suckers” &amp; “losers”, and this is how the Trump c…"
Daisyma79483185,Joe Biden,Joe Biden could shoot someone in the middle of Fifth Avenue and the media would ignore it.
Jordan_Mcvay,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
SpinoDevin,Joe Biden,This is one of the top things that could be Happening once Joe Biden gets the victory in this years Election. Andre…
nanonlygrow1,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
wikkibird,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “Light… "
cheddar,Joe Biden,Here’s how President Trump and Joe Biden plan to help those unemployed amid the pandemic if they win the White Hous…
Heinessight,Joe Biden,"""We can do anything we want so f--k you."" Washington State is the new DNC/CCP model for America under Inslee/Bill G… "
GeorgeSteer13,Joe Biden,WATCH: Joe Biden Runs from Reporters on Friday -- Refuses to Discuss Family Financial Scandals and Perversion (VIDE…
EconomicsJunkie,Joe Biden,Emails With Intercept Editors Showing Censorship of My Joe and Hunter Biden ArticleThere's no reason for anyone to have t…
FiestyJezebelle,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…
sassybana,Joe Biden,"  Yes, we voted for Joe Biden and an all Democratic ticket!"
irishd247,Joe Biden," in the last 25 minutes, everyone who works for the Biden-Harris campaign is tweeting that Joe, Kamala, Dr. Jill, and Dou…"
JeanGr8grma,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
reggie_chandler,Joe Biden,Retweet if you have already voted for .Like if you are voting for Joe Biden.
sherry_bath,Joe Biden," ""I have just voted for Joe Biden. Some of my friends may never speak to me again; others will applaud. Please, for the sak…"
BLaw,Joe Biden,President Trump’s recent attempt to curb corporate diversity training will linger even if he loses Tuesday’s electi…
Jaddie,Joe Biden,The study shows that at least 130K deaths potentially could have been avoided if we'd take…
SarabiaTX,Joe Biden," 'I stand for truth over lies,' Spurs' Popovich endorses Joe Biden  #GoSpursGo"
shnklfritz,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
kjsharkey01,Joe Biden," First election prediction: because of California, Joe Biden will win the popular vote.  But Donald Trump will win perhaps…"
TammyCh49411054,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…"
AtTheSuper,Joe Biden,Joe Biden said “you have to have an Indian accent to go into a Dunkin Donuts”.But they’re calling Brett Favre a racist.
craiginator,Joe Biden,So many reasons to #VOTE for Joe Biden and Kamala Harris!#TheMandalorian #BidenCoalition
DLlorens4,Joe Biden," “Joe Biden is a 'Trojan Horse' for socialism, says Tammy Bruce” "
RolfzenClare,Joe Biden," To the Trump family, 1000 deaths per day is “almost nothing.""To Joe Biden, 1 death is 1 too many.Whose side are you…"
bruinsfan197,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
jstaton66,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
suzidh,Joe Biden,President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.
EagleGuardian2,Joe Biden," My cousin from Texas, whom I haven’t talked to for 3 years because she supports Trump, just texted me...She is a life-…"
Louise_Bellwood,Joe Biden," Charlie Cook mincing no words here."".. Joe Biden may well replicate Ronald Reagan’s 10-point victory over President…"
DwayneMcClella6,Joe Biden,So many reasons to #VOTE for Joe Biden and Kamala Harris!#TheMandalorian #BidenCoalition
sophiatseliem,Joe Biden,Insanity Wrap #78: Joe Biden's Most Extraordinary Projectile Word Vomit Ever
Ozarksky,Joe Biden," I’ll say it.  Joe Biden is a lowlife. He always has been. A corrupt, bigoted, lifelong politician.  Now using Hitler in…"
sngitau,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
josiemad1,Joe Biden," ""I have just voted for Joe Biden. Some of my friends may never speak to me again; others will applaud. Please, for the sak…"
Firetigerleo,Joe Biden,"“The same Leftists that went berserk over imagined Russian collusion handing Trump the White House, are applauding… "
drfrances,Joe Biden," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…"
sophiatseliem,Joe Biden,Insanity Wrap #78: Joe Biden's Most Extraordinary Projectile Word Vomit Ever
BelvidereBarb,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…"
DonaldDrumpfWTF,Joe Biden,James Woods endorses Donald Trump while his girlfriend’s seventh grade Language Arts teacher supports Joe Biden.
argybargy12,Joe Biden," Churchill’s granddaughter: “My grandfather did not mince words about the Nazi threat — or say something like, ‘Hitler will be g…"
JeepGirl_76,Joe Biden," Joe Biden and former President Obama will be in Flint Saturday, but the location has not yet been announced.…"
dorseymalina,Joe Biden,Fox News host Tucker Carlson told his viewers that he had some very important papers related to his conspiracy theo…
fr8ctur3,Joe Biden,Maybe twitter will allow my account to post this article.. the last two times I have tweeted about Joe's perversion…
gthale1,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
knikdancer,Joe Biden,Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don’t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence…
ksahappycamper,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…"
ScottKinard,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
RealJuicyshade,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
CMargaronis,Joe Biden," In Wrenching Battleground Ad, Joe Biden Promises Commission on 545 Kids Trump Separated  via …"
brooklynkid1951,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
ritabarbato17,Joe Biden," For half a century, Joe Biden has been outsourcing your jobs, opening your borders, and sacrificing American blood and…"
urbanphotogal,Joe Biden,". Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “… "
muttsters,Joe Biden,President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.
GayleAlstrom,Joe Biden,Retweet if you have already voted for .Like if you are voting for Joe Biden.
fight4r1ghts,Joe Biden," A vote for Joe Biden isn't a commitment to support every decision he makes. It's a vote to defend the republic, take back…"
chuck_patz,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
Dianeecho17,Joe Biden,JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT 🚨
DinaChavez10,Joe Biden," Joe Biden and Barack Obama will appear at drive-in events in Flint and Detroit, Michigan tomorrow (Saturday), the campai…"
Jimsch3150,Joe Biden,Joe Biden’s America
SorrellBarb,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
Pamela_Wa,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
haldonahue,Joe Biden,3AM Tweet: #Trump Ominously Declares Joe Biden Will Only Win White House if Supreme Court Fails to Stop ItCAN’T SLEEP? ALWA…
sarahandress,Joe Biden," If you voted for Joe Biden and Kamala Harris already, please retweet this status. I would just love to see how much posit…"
thinkkimthink,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
PaulStorms60,Joe Biden,Joe BIDEN says ALL BLACK people THINK ALIKE
MannerRichard,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
demacx2,Joe Biden,Question. Are you taking a meeting with Joe Biden when Obama is close to being the man in charge? Nop…
USAFVets4Biden,Joe Biden," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…"
ELizaMSomers,Joe Biden," Oh, ignore the polls. Act like Joe Biden is behind, and work like hell! Like put the Jailer in JAIL!"
lenwhitefl,Joe Biden,"In an interview with MSNBC's Rachel Maddow in January, Parnas alleged that Trump was aware of the campaign to press… "
DotTom6,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
RickRob42435144,Joe Biden," Under President Trump's leadership, America's economy is roaring back with record growth.It's a stark contrast to the s…"
lenwhitefl,Joe Biden,"in order to advance business and personal financial interests.Parnas, an American born in Ukraine, was a witness… "
tforbus,Joe Biden,President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.
lisakaysheppard,Joe Biden,You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
samsmd,Joe Biden,Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co…
davemarkowitz,Joe Biden," ""The final, precipitating cause is that The Intercept’s editors censored an article I wrote this week, refusing to publish…"
JamesTSwarts,Joe Biden,WATCH: #ChinaJoe Biden Runs from Reporters on Friday -- Refuses to Discuss Family Financial Scandals and Perversion (V…
REaPRagone,Joe Biden,"Russia planted Hunter Biden's laptop? Come on, man  #SmartNews"
WVYoungDems,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
DavidPetr4,Joe Biden,Trump's white supremacist senior adviser Stephen Miller has fleshed out plans to rev up Trump's restrictive immigratio…
MRintouch,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
lydelisse_t,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
marsuekl,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
RyannGranzin,Joe Biden,BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…
fast_carla,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
RobWalker927,Joe Biden," Joe Biden: ""Protesting is not burning, it's not looting, it's not violence, and must never be tolerated."" …"
bolduc_b,Joe Biden,"When Joe Biden talks about "" Doom and Gloom "" Its Personal, Its His Future not America's..."
Yankees2723k,Joe Biden," I’m NOT just running against Joe Biden—I’m running against the left-wing media, the Big Tech giants, and the wretched…"
MikeReeseM,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
nettiethehorse,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
urbanphotogal,Joe Biden," Vitally important!!!A Song / Anthem / Movie Use for Free!!!Get to Joe Biden 4 us?Titled, “Light Aft… "
ram_mcmahon,Joe Biden,Joe Biden and Kamala Harris support equality for all members of the LGBTQ community.  Trump and Pence support discr…
1jcc,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
MikeJoPro,Joe Biden,"When you go to vote, picture Rudy Giuliani's face in your head. Guaranteed that will motivate you to vote for Joe Biden."
KKirby11691058,Joe Biden,There's plenty that's going wrong for Trump. Here are four things his campaign is doing now to close the gap with Joe Bide…
webber_9esw9,Joe Biden,So many reasons to #VOTE for Joe Biden and Kamala Harris!#TheMandalorian #BidenCoalition
